,n,m,A,A0,C1,g1,C2,Q,b,pile_up,width,depth,displacement,x_pileup,x_intersect,hys_width,fd-slope,x_fmax,hist_lowest,clength
533,2.2570816815070613,-0.7157508364812131,1.933136827628003e-11,2.256717385327774e-06,159326.0,370.0,3150.0,-127.0,10.0,0.00028228524000000003,0.00011291409600000002,0.00513437064,5.16675472,0.0202002246,5.13799286,0.13651895000000014,0.7280220854036125,5.08226347,4.46299362,0.01800727999999996
534,2.375744689129549,-0.6930167270212909,1.2814493490494867e-11,3.641220068008918e-06,82846.0,433.0,5850.0,-216.0,4.0,0.000163467135,6.5386854e-05,0.00533175142,5.36528635,0.0229557287,5.33573723,0.4931678800000006,0.6957256715656014,5.31818819,4.34176731,0.025259020000000017
535,2.7770314997037793,-0.5750807545730331,4.553799164505624e-13,3.1619527582798655e-06,198844.0,423.0,4883.0,-157.0,10.0,0.00013024667,5.2098667999999995e-05,0.004802649379999999,4.83695269,0.0203499272,4.80667639,0.21504879,0.7774580949514643,4.75909901,4.05019236,0.029200549999999662
536,2.045329373475275,-0.5908057474934351,1.3049832167352064e-10,6.641344664026255e-06,134746.0,486.0,1836.0,-224.0,7.0,0.000798468944,0.0003193875776,0.00615279563,6.18093014,0.0217998214,6.15567636,0.12460804000000004,0.6104686498795335,6.06091738,5.54011345,0.04245852999999933
537,0.7870595342022441,-0.904395096910629,3.4453458145910845e-07,1.0075128243111087e-06,92934.0,283.0,3048.0,-118.0,2.0,0.00028428185,0.00011371274,0.00536533911,5.39726686,0.0207874272,5.36887503,0.1468672799999995,0.6951056078068729,5.32293224,4.69612789,0.008927349999999556
538,1.954738482639792,-0.8545257868978441,1.369559427105989e-10,1.1450543304459626e-06,97234.0,433.0,2410.0,-123.0,7.0,0.00055690197,0.00022276078799999998,0.005970629399999999,6.00051785,0.0218452699,5.97380257,0.1563100799999999,0.6257494300631987,5.91290998,5.31671619,0.007816799999999624
539,1.067328738927773,-0.6095426972664221,3.950171961783762e-08,2.8459634149700204e-06,219903.0,444.0,5504.0,-223.0,7.0,8.01615315e-05,3.20646126e-05,0.00466766115,4.70331955,0.0202508215,4.67195845,0.2566790599999997,0.7958144757657493,4.64932489,3.8694705999999996,0.01685333999999994
540,0.95006379828095,-0.582651173570063,7.088751451482329e-08,2.6574584981676295e-06,170512.0,437.0,1581.0,-260.0,7.0,0.000804417126,0.00032176685039999995,0.00581682567,5.84596634,0.0207642112,5.81984568,0.09357023000000007,0.6448761423446941,5.73753595,5.19717503,0.013186939999999758
541,1.7867868224283932,-0.594195245407342,4.015613845710768e-10,3.633650928403085e-06,131713.0,378.0,3705.0,-221.0,1.0,0.000218092595,8.723703799999999e-05,0.00516448403,5.19741583,0.0210879352,5.16819954,0.16725635999999966,0.7237187948645745,5.11248302,4.47222948,0.023039820000000155
542,2.399253670263295,-0.959877822054615,5.7341088329506446e-12,5.615767184988172e-07,90966.0,405.0,2479.0,-257.0,3.0,0.000581769738,0.00023270789519999998,0.00600605272,6.03559113,0.021893989300000003,6.00921774,0.18828345000000013,0.6203666159414688,5.96421528,5.33314753,0.004295819999999395
