D[-],D_dot[1/s],p[-],p_dot[1/s],Mises[MPa],Hydro[MPa],teq[-],eeq[-],V[mm^3],Sig_tri[-],LoadState
0.0018527987,0.0119979026,0.2387485851,0.0991345081,386.27909691,-239.58889199,0.2404274381,0.0017769285,0.0016998494,-0.6543497123,TB
0.0026383265,0.0161417274,0.2435655761,0.0990008323,386.70053944,-240.0218157,0.2452557737,0.0017796242,0.0016998558,-0.6548360224,TB
0.0036919537,0.0216504406,0.2483767999,0.09888131,386.98934655,-240.37299079,0.2500785142,0.0017822908,0.0016998622,-0.6553116528,TB
0.005058221,0.0280740474,0.2531831625,0.0987802777,387.12584042,-240.6294014,0.2548965831,0.0017849469,0.0016998688,-0.6557833676,TB
0.0068084315,0.0359624652,0.2579856949,0.0987002608,387.08788523,-240.77665361,0.2597110587,0.0017876245,0.0016998756,-0.6563145261,TB
0.0092086541,0.0493186239,0.2627852405,0.098637059,386.77479826,-240.75298465,0.2645228346,0.0017903703,0.0016998828,-0.6569456004,TB
0.0123680887,0.0649180491,0.2675820286,0.0985783353,386.14228416,-240.53152633,0.2693321483,0.0017932319,0.0016998906,-0.6577048344,TB
0.0163858809,0.082553852,0.2723761899,0.0985221059,385.15387599,-240.08528035,0.2741391457,0.0017962639,0.0016998993,-0.6586124123,TB
0.0213220751,0.1014221802,0.2771681807,0.0984751208,383.78533243,-239.39747259,0.2789443452,0.0017994941,0.001699909,-0.6597423862,TB
0.0275856996,0.1286960171,0.2819580674,0.0984291007,381.89234752,-238.37754532,0.2837478773,0.0018030078,0.0016999202,-0.6611720924,TB
0.0332055728,0.1539586127,0.2855571599,0.0986106288,380.14704349,-237.39720493,0.2873552257,0.0018079509,0.0016999051,-0.6624473432,TB
0.0363086512,0.1700192882,0.287360665,0.0988270028,379.18181962,-236.84167572,0.2891618638,0.0018115709,0.0016998865,-0.6631437763,TB
0.0395709161,0.1787340327,0.2891582838,0.098501215,378.08319562,-236.21178733,0.2909647888,0.0018130833,0.0016998918,-0.6639245828,TB
0.0430135848,0.1886158721,0.2909553079,0.0984673799,376.91867843,-235.54513549,0.2927673193,0.0018147034,0.0016998976,-0.6647765608,TB
0.0485080929,0.2006832872,0.2936470414,0.0983262144,375.00322109,-234.44502337,0.2954684518,0.0018163668,0.0016999167,-0.6662090799,TB
0.051441721,0.2143011961,0.2949982733,0.0987191572,374.01735437,-233.86858205,0.2968227894,0.001818927,0.0016999084,-0.6669658721,TB
0.0544817995,0.2220678269,0.2963471791,0.0985460066,372.92859556,-233.2290015,0.2981759847,0.0018202542,0.0016999135,-0.6677718173,TB
0.0576424173,0.2308725637,0.2976958107,0.0985252336,371.81375976,-232.57596612,0.2995290669,0.0018216952,0.0016999188,-0.6686230237,TB
0.0609187119,0.2393208929,0.2990443216,0.0985154567,370.65565297,-231.89585453,0.300882102,0.001823191,0.0016999244,-0.6695433573,TB
0.0660509486,0.2499211627,0.3010651613,0.0984192069,368.80908366,-230.81023298,0.3029104264,0.0018250367,0.0016999388,-0.6710400192,TB
0.0687298755,0.2609089542,0.302078466,0.0987002051,367.87591371,-230.25566467,0.3039265915,0.0018269824,0.0016999362,-0.6718221281,TB
0.0700936899,0.2656445502,0.3025849898,0.0986728776,367.38920146,-229.96349276,0.3044346896,0.0018277864,0.0016999368,-0.6722185466,TB
0.0711263318,0.2681782349,0.3029646663,0.098614679,367.01601623,-229.73946423,0.3048156678,0.001828296,0.0016999384,-0.6725267605,TB
0.0726914322,0.2709648999,0.3035338828,0.0985607668,366.44577115,-229.39872059,0.3053869688,0.001829006,0.0016999417,-0.6730139908,TB
0.0738780423,0.2739088065,0.3039609507,0.0985944245,366.01703696,-229.14190507,0.3058155757,0.0018296389,0.0016999436,-0.6733941839,TB
0.0756785676,0.2770655407,0.3046012933,0.0985499383,365.35548224,-228.74305864,0.3064583557,0.0018305194,0.0016999477,-0.6739821333,TB
0.0763604141,0.2797791848,0.3048416739,0.098648766,365.11260235,-228.59506917,0.3066995902,0.0018309985,0.0016999483,-0.6740483004,TB
0.0773877074,0.2810118995,0.305202002,0.0985806465,364.73292116,-228.3639662,0.3070613087,0.0018315396,0.0016999506,-0.674368951,TB
0.0789415454,0.283385791,0.3057422993,0.0985509218,364.17019286,-228.02754091,0.3076037541,0.0018323314,0.001699954,-0.6746710923,TB
0.0813038295,0.2872211216,0.3065526395,0.0985379628,363.30895687,-227.5134558,0.3084173555,0.0018334835,0.0016999596,-0.6754005833,TB
0.0849120382,0.2924649411,0.3077679343,0.0985173508,361.98260106,-226.72138302,0.309637715,0.0018352146,0.0016999689,-0.6765568094,TB
0.0886041366,0.2992496889,0.3089838071,0.0985578712,360.62472893,-225.90675409,0.3108586472,0.0018372794,0.0016999768,-0.6777873408,TB
0.0904831553,0.3045775802,0.3095925308,0.098677959,359.94188989,-225.49336402,0.3114697247,0.0018386521,0.0016999784,-0.6784280943,TB
0.09142997,0.3069278528,0.3098968341,0.0986514938,359.59190201,-225.27931743,0.3117752764,0.0018392948,0.0016999799,-0.6787510638,TB
0.0921425767,0.3079896922,0.3101249619,0.0986013964,359.32531976,-225.11569934,0.3120044026,0.0018397552,0.0016999815,-0.6789273481,TB
0.0932150543,0.3089979677,0.3104669669,0.0985383789,358.92175069,-224.86818077,0.3123480007,0.0018404543,0.0016999843,-0.6792067824,TB
0.0940230361,0.310363191,0.3107234748,0.0985274895,358.61813276,-224.6800689,0.3126057313,0.0018410477,0.0016999863,-0.6794824867,TB
0.0952400138,0.3116233946,0.3111080494,0.0984693225,358.15716514,-224.39362344,0.3129922561,0.0018419489,0.0016999898,-0.6797184031,TB
0.0961575169,0.3132604935,0.3113964912,0.0984744757,357.81723306,-224.18419849,0.313282175,0.0018426752,0.0016999922,-0.6800327354,TB
0.0975405799,0.3147590569,0.311828987,0.0984123274,357.29174259,-223.85348139,0.313717041,0.0018438108,0.0016999965,-0.6805161949,TB
0.098583441,0.3163705011,0.312153441,0.0983988324,356.89017447,-223.59429836,0.3140433982,0.0018448425,0.0016999998,-0.6805767504,TB
0.1001566733,0.3182872395,0.3126397535,0.0983721377,356.31675107,-223.24787664,0.314532603,0.0018461667,0.0017000048,-0.6811045149,TB
0.1025386683,0.3212909438,0.3133692738,0.0983844207,355.44181043,-222.71989838,0.315266449,0.0018480568,0.0017000123,-0.6819229326,TB
0.1043440777,0.3246990526,0.3139168304,0.0984589734,354.78195512,-222.32085859,0.3158171554,0.0018495811,0.0017000168,-0.6825525613,TB
0.1070806893,0.328112165,0.3147378418,0.0984165034,353.7645277,-221.70526498,0.3166431542,0.0018517098,0.0017000255,-0.6835366484,TB
0.111245053,0.3328539264,0.3159692106,0.0983971537,352.20903142,-220.76458156,0.3178824496,0.0018549936,0.0017000396,-0.6851072034,TB
0.1144201313,0.3383667963,0.3168938862,0.098510108,351.0317669,-220.05006349,0.3188129964,0.0018578701,0.0017000475,-0.6863442167,TB
0.1192490728,0.3430523352,0.31827982,0.0984181718,349.21040649,-218.94407812,0.320208953,0.0018620227,0.0017000651,-0.6883464288,TB
0.124167772,0.3493946785,0.3196667722,0.0984680407,347.3562459,-217.81514321,0.3216065779,0.0018668718,0.0017000815,-0.6904759029,TB
0.126663428,0.3545227227,0.3203615115,0.0986245147,346.42374475,-217.24306405,0.3223066061,0.0018698135,0.001700087,-0.6916566417,TB
0.1279196753,0.3568873677,0.3207088452,0.0985975281,345.94672434,-216.94805268,0.3226567759,0.0018712626,0.0017000907,-0.6922665017,TB
0.1288647679,0.3579590836,0.3209692636,0.0985500704,345.58285777,-216.72201594,0.3229194627,0.001872346,0.0017000941,-0.6927354482,TB
0.1295755263,0.3588987645,0.3211646143,0.0985448508,345.30602088,-216.54858077,0.3231165942,0.0018732041,0.0017000968,-0.6930867246,TB
0.1299317288,0.3596864607,0.3212623484,0.0985761326,345.16475048,-216.45879465,0.3232152509,0.001873659,0.0017000982,-0.6932586515,TB
0.1302883383,0.3600055195,0.3213601938,0.0986302281,345.01467425,-216.36066185,0.3233140938,0.0018741386,0.0017000998,-0.6934339777,TB
0.1304668657,0.360365009,0.3214091882,0.098716306,344.9363012,-216.30753112,0.3233636172,0.0018744,0.0017001006,-0.6935176993,TB
0.1306457016,0.3607287716,0.3214584082,0.0990023034,344.84568394,-216.24040303,0.3234134413,0.0018747064,0.0017001015,-0.6935788827,TB
0.1306568887,0.3609607717,0.32146149,0.0991292859,344.84017081,-216.23604342,0.3234165602,0.001874729,0.0017001016,-0.6935765448,TB
0.1306680761,0.3609556135,0.3214645723,0.0991315745,344.83437984,-216.23149188,0.3234196807,0.0018747502,0.0017001016,-0.693575921,TB
0.130684872,0.3611204586,0.3214692082,0.0993047086,344.82515015,-216.22383267,0.3234243765,0.0018747852,0.0017001017,-0.6935703724,TB
0.1306974851,0.3613902307,0.3214726979,0.0995472113,344.81772453,-216.21728621,0.3234279128,0.0018748144,0.0017001018,-0.6935619025,TB
0.1307069593,0.3616878267,0.3214753275,0.0998593767,344.81168514,-216.21159445,0.3234305792,0.0018748395,0.0017001019,-0.6935508272,TB
0.130714077,0.3619709687,0.3214773114,0.100248263,344.80671274,-216.20655901,0.323432593,0.0018748614,0.0017001019,-0.6935373019,TB
0.1307194266,0.3622161039,0.3214788122,0.100793551,344.80250325,-216.20188493,0.3234341186,0.0018748816,0.001700102,-0.6935194772,TB
0.1307234521,0.3625219875,0.3214799537,0.1016821402,344.79876652,-216.1972192,0.3234352818,0.0018749017,0.001700102,-0.6934955775,TB
0.1307254711,0.3628058305,0.3214805318,0.1024987695,344.79665869,-216.19434513,0.3234358721,0.0018749143,0.001700102,-0.6934791747,TB
0.1307275013,0.3631760316,0.3214811245,0.104093504,344.79405481,-216.19039396,0.3234364796,0.0018749316,0.0017001021,-0.6934560407,TB
0.1307285222,0.363677423,0.3214814275,0.1055830447,344.79255588,-216.18791605,0.3234367913,0.0018749428,0.0017001021,-0.6934405989,TB
0.1307295548,0.364433313,0.3214817455,0.1088038779,344.79060766,-216.18431603,0.3234371208,0.0018749595,0.0017001021,-0.6934156212,TB
0.1307300776,0.3655267004,0.3214819118,0.1120332065,344.789441,-216.18195432,0.3234372942,0.0018749708,0.0017001021,-0.6933976413,TB
0.1307306146,0.3669352323,0.3214820967,0.119915397,344.7877757,-216.17816565,0.32343749,0.0018749897,0.0017001022,-0.6933660588,TB
0.1307308921,0.3688911167,0.3214822001,0.1292252129,344.78669404,-216.17540954,0.3234376012,0.001875004,0.0017001022,-0.6933412556,TB
0.1307310346,0.3699347197,0.3214822567,0.1372120158,344.78604991,-216.17364843,0.3234376628,0.0018750134,0.0017001022,-0.6933248073,TB
0.1307311838,0.3691857393,0.3214823229,0.1530098468,344.78518561,-216.17109813,0.3234377364,0.0018750274,0.0017001022,-0.6933001568,TB
0.1307312616,0.3698314954,0.3214823604,0.1675241625,344.78467159,-216.16946545,0.3234377788,0.0018750365,0.0017001022,-0.6932839024,TB
0.1307313452,0.3673189193,0.3214824064,0.1950824789,344.78398513,-216.16714399,0.3234378317,0.0018750498,0.0017001022,-0.6932604271,TB
0.1307314158,0.3652979663,0.3214824522,0.2445963604,344.78327175,-216.16447748,0.3234378855,0.0018750655,0.0017001023,-0.6932328012,TB
0.1307314551,0.3656855848,0.3214824807,0.2930063725,344.78283488,-216.16269589,0.3234379192,0.0018750762,0.0017001023,-0.6932140962,TB
0.1307315028,0.3459922238,0.3214825223,0.4061955087,344.78219419,-216.15982152,0.3234379695,0.0018750939,0.0017001023,-0.6931837884,TB
0.1307318139,0.1915223524,0.3214834709,1.9877187436,344.75483702,-216.10273449,0.3234390939,0.0018753701,0.0017001027,-0.6922577731,TB
0.1307318933,0.5999232267,0.3214835769,1.2309328026,344.74975882,-216.09824557,0.3234392115,0.0018753756,0.0017001027,-0.6922447926,TB
0.1307319971,0.6641463875,0.3214836831,0.8338152559,344.7445239,-216.09380549,0.3234393284,0.0018753796,0.0017001027,-0.6922353089,TB
0.1307321314,0.6496488895,0.3214837953,0.5958215429,344.73902174,-216.08924135,0.3234394504,0.0018753825,0.0017001028,-0.6922287771,TB
0.1307323054,0.6091254676,0.3214839182,0.4429878137,344.73314623,-216.08442702,0.323439583,0.0018753849,0.0017001028,-0.6922250234,TB
0.1307325322,0.561134012,0.3214840572,0.3400917307,344.72679432,-216.07926695,0.3234397317,0.0018753868,0.0017001028,-0.6922240973,TB
0.1307328316,0.516376414,0.3214842186,0.2689776083,344.71986751,-216.0736832,0.3234399034,0.0018753881,0.0017001028,-0.6922261511,TB
0.1307332342,0.4804371102,0.3214844116,0.2193517179,344.71227623,-216.06760638,0.3234401074,0.0018753888,0.0017001029,-0.6922313207,TB
0.1307337877,0.4539498224,0.321484649,0.1845746565,344.70393569,-216.06097075,0.3234403567,0.001875389,0.0017001029,-0.6922397194,TB
0.1307345624,0.4342180218,0.3214849499,0.1600144639,344.69474373,-216.0537039,0.3234406703,0.0018753886,0.0017001029,-0.6922515031,TB
0.1307356616,0.4186773635,0.3214853421,0.1425149874,344.68456399,-216.04571723,0.3234410763,0.0018753875,0.001700103,-0.6922668459,TB
0.1307372366,0.4058500921,0.3214858669,0.1299418582,344.67322153,-216.03690353,0.3234416165,0.0018753858,0.001700103,-0.6922858786,TB
0.1307395113,0.395076629,0.3214865857,0.1208602373,344.66050045,-216.02713899,0.3234423534,0.0018753836,0.001700103,-0.692308685,TB
0.130742819,0.386111011,0.32148759,0.1142863011,344.64614091,-216.01628646,0.3234433805,0.0018753814,0.0017001031,-0.6923353467,TB
0.1307476565,0.3787095967,0.3214890166,0.1094955219,344.62984611,-216.00420333,0.3234448374,0.0018753803,0.0017001031,-0.6923659944,TB
0.1307547652,0.3726316277,0.321491069,0.1059757556,344.61130994,-215.99076344,0.3234469327,0.0018753823,0.0017001032,-0.6924008364,TB
0.130765252,0.3676323419,0.3214940521,0.1033785031,344.59023803,-215.97588107,0.3234499788,0.0018753912,0.0017001033,-0.6924401124,TB
0.1307807766,0.3636805561,0.3214984214,0.1014594215,344.56648489,-215.95960761,0.3234544422,0.0018754129,0.0017001034,-0.6924842896,TB
0.1308038272,0.3606124229,0.3215048596,0.100047417,344.54005299,-215.94213059,0.3234610221,0.0018754569,0.0017001036,-0.6925335116,TB
0.1308381456,0.3583858441,0.321514392,0.0990333498,344.51109542,-215.92376204,0.3234707663,0.0018755372,0.0017001039,-0.6925880716,TB
0.1308893719,0.3569772177,0.3215285615,0.0983444341,344.47965661,-215.90477126,0.3234852484,0.0018756727,0.0017001043,-0.6926489653,TB
0.1309660282,0.3563683283,0.3215496975,0.0979405013,344.44468761,-215.88468189,0.3235068392,0.001875888,0.0017001049,-0.6927177061,TB
0.1310809793,0.3564339389,0.3215813169,0.097775658,344.40284485,-215.86142123,0.3235391062,0.0018762124,0.0017001059,-0.6927986869,TB
0.131253651,0.3570573529,0.3216287205,0.0977863606,344.34668091,-215.83015167,0.3235874173,0.0018766803,0.0017001072,-0.6929005688,TB
0.1315133711,0.3581187374,0.3216998788,0.0978996409,344.26285382,-215.78225687,0.3236598442,0.0018773366,0.001700109,-0.6930386104,TB
0.131904226,0.3593461034,0.3218067554,0.0980547554,344.13075139,-215.70466771,0.3237685024,0.0018782479,0.0017001116,-0.6932385788,TB
0.1324923263,0.3604939226,0.3219672791,0.0981990583,343.92062967,-215.57862653,0.3239315611,0.0018795233,0.0017001154,-0.693542536,TB
0.1333779037,0.3619025885,0.3222083536,0.0983199414,343.58907295,-215.37631422,0.3241763414,0.0018813604,0.0017001209,-0.6940164399,TB
0.1347123253,0.3635253133,0.3225703785,0.098419077,343.07078484,-215.05534329,0.3245440004,0.0018841238,0.0017001294,-0.6947555877,TB
0.1360535566,0.3653091462,0.3229328493,0.0985021135,342.53459432,-214.71719969,0.3249123632,0.0018870521,0.001700138,-0.695593497,TB
0.1374014003,0.3669904917,0.3232957335,0.0985557608,341.97305779,-214.35557105,0.3252815876,0.001890229,0.0017001475,-0.696150702,TB
0.138078304,0.3685262141,0.3234773997,0.0986312576,341.68636044,-214.16774032,0.3254665555,0.0018919477,0.0017001522,-0.6962154793,TB
0.1387567939,0.3692655903,0.3236590644,0.0985824519,341.38414952,-213.96643608,0.3256517066,0.001893745,0.0017001576,-0.6967608829,TB
0.1397759003,0.3695995192,0.3239313707,0.0984584273,340.91490361,-213.64951962,0.3259295926,0.0018966815,0.0017001665,-0.6971590734,TB
0.1407968854,0.3700680812,0.3242032731,0.098250955,340.42748949,-213.31032984,0.3262073653,0.0018999321,0.0017001763,-0.6978598438,TB
0.1413081371,0.3704547728,0.3243390309,0.098086595,340.17777034,-213.13036382,0.3263460419,0.0019016618,0.0017001815,-0.698499014,TB
0.1418186573,0.3698094936,0.3244743986,0.097805016,339.92463279,-212.94547398,0.3264843418,0.0019034349,0.001700187,-0.6991644528,TB
0.1423285038,0.3691858378,0.3246094729,0.0975670481,339.66970551,-212.75557557,0.3266224282,0.0019053043,0.0017001928,-0.699829661,TB
0.1428379155,0.3687000554,0.3247442769,0.09733304,339.409771,-212.55629459,0.3267603379,0.001907289,0.001700199,-0.7000226762,TB
0.1430926052,0.3685284762,0.3248116102,0.097201536,339.27735212,-212.45087938,0.3268292394,0.0019083308,0.0017002022,-0.7003531153,TB
0.1433469318,0.3678580947,0.3248788381,0.0970152397,339.14034362,-212.33973766,0.3268980742,0.0019094065,0.0017002055,-0.7004245323,TB
0.143727804,0.3670268678,0.3249794874,0.0967718159,338.92544042,-212.1602503,0.3270012087,0.0019111252,0.0017002109,-0.7005728409,TB
0.1442983885,0.3661418445,0.3251302737,0.0965414327,338.57783158,-211.85660991,0.3271558499,0.0019140191,0.0017002199,-0.7006461162,TB
0.1445838667,0.3658746681,0.3252057354,0.0964955255,338.38389981,-211.67505491,0.3272332431,0.0019156422,0.0017002248,-0.7008033434,TB
0.1447264629,0.3652857146,0.3252434451,0.0963637473,338.28352783,-211.57841653,0.3272719797,0.0019164985,0.0017002273,-0.7006300828,TB
0.1448692386,0.3653448982,0.3252812239,0.096421952,338.17331919,-211.46814294,0.3273107998,0.0019174171,0.00170023,-0.7007862783,TB
0.1450120156,0.365092424,0.3253190384,0.0964341116,338.05655338,-211.35115748,0.3273496817,0.0019183794,0.0017002329,-0.7000766685,TB
0.1451546051,0.3645469514,0.3253568204,0.0963350754,337.93910893,-211.23610806,0.3273885619,0.0019193607,0.0017002358,-0.699822183,TB
0.1452971014,0.3639498416,0.3253946128,0.0962704561,337.81406897,-211.11072694,0.3274274748,0.0019204019,0.0017002389,-0.6995355968,TB
0.1453327589,0.3640773292,0.3254040681,0.0962933181,337.78260171,-211.07753345,0.3274372061,0.0019206771,0.0017002396,-0.6995610722,TB
0.1453684514,0.3642040888,0.3254135356,0.0963549616,337.74932547,-211.04198619,0.3274469511,0.0019209591,0.0017002404,-0.6995868036,TB
0.1454220985,0.3643821023,0.3254277901,0.0965651922,337.69334225,-210.98017359,0.3274616164,0.0019214087,0.0017002417,-0.6996177827,TB
0.1455027546,0.3642243788,0.3254493388,0.097057126,337.59192684,-210.86476551,0.3274837601,0.0019221504,0.0017002438,-0.6987221045,TB
0.1455832752,0.3632606406,0.3254709323,0.0971464005,337.48281644,-210.74342218,0.3275059936,0.0019229149,0.001700246,-0.6979167846,TB
0.1456233088,0.3613119457,0.325481682,0.09668753,337.42955267,-210.68510486,0.3275171174,0.0019232926,0.0017002471,-0.6974558472,TB
0.1456634325,0.3605955033,0.3254925184,0.0970653104,337.36768828,-210.60869634,0.3275283281,0.0019237409,0.0017002483,-0.6973775529,TB
0.1457037473,0.3600721067,0.3255035345,0.0980729594,337.28886378,-210.50491405,0.3275397142,0.0019242775,0.0017002497,-0.6966193151,TB
0.1457436834,0.3595903522,0.325514356,0.0970350067,337.22117118,-210.4378721,0.3275509548,0.0019246503,0.0017002508,-0.6966335071,TB
0.1457832483,0.357111163,0.3255250377,0.0960155939,337.16338083,-210.38400827,0.3275620854,0.0019250037,0.0017002519,-0.6960678274,TB
0.1458226066,0.355727311,0.3255356297,0.0953486573,337.11307222,-210.33812627,0.3275731431,0.001925356,0.001700253,-0.6960893847,TB
0.1458813724,0.3543738818,0.3255514109,0.0948005026,337.04758574,-210.27802721,0.3275896432,0.0019258985,0.0017002546,-0.6961160638,TB
0.1459691996,0.353178322,0.3255749691,0.0943849053,336.96038827,-210.19554997,0.3276143068,0.001926746,0.0017002571,-0.6961414302,TB
0.1460349364,0.3523480359,0.3255926094,0.0942097369,336.89787097,-210.13353981,0.3276327888,0.0019274096,0.0017002589,-0.6958395105,TB
0.1460841836,0.3516929568,0.3256058449,0.0941812885,336.8508725,-210.08403418,0.3276466668,0.0019279327,0.0017002604,-0.6958226176,TB
0.1461585546,0.3470156312,0.325626454,0.095998043,336.67253342,-209.84689777,0.3276682113,0.0019291704,0.0017002636,-0.6948093501,TB
0.1461958959,0.3505549295,0.3256367136,0.0960107661,336.58820876,-209.75044619,0.3276789536,0.0019296743,0.001700265,-0.6947215698,TB
0.1462330724,0.3505299263,0.3256468712,0.0953969722,336.51240488,-209.67240777,0.3276896211,0.0019301101,0.0017002664,-0.6938364753,TB
0.1462700693,0.3497188299,0.3256569669,0.0950232086,336.44694462,-209.60665883,0.3277002487,0.00193054,0.0017002676,-0.6934801149,TB
0.146325441,0.3493764734,0.3256720407,0.0946928289,336.36009685,-209.51950878,0.3277161361,0.0019312003,0.0017002695,-0.693435868,TB
0.1463806788,0.348835919,0.325687058,0.0944186635,336.28228024,-209.4410693,0.3277319793,0.0019318764,0.0017002714,-0.6933971776,TB
0.1464358113,0.3483508114,0.3257020367,0.0942192277,336.21147034,-209.36849461,0.3277478022,0.0019325718,0.0017002733,-0.6933610191,TB
0.1465184051,0.3477385017,0.325724501,0.0941510387,336.10968069,-209.25961526,0.3277715699,0.0019336702,0.0017002763,-0.6932901373,TB
0.1466408104,0.3437882021,0.3257578399,0.09324605,335.9674689,-209.11603004,0.3278069472,0.0019352628,0.0017002807,-0.6918971399,TB
0.1467319867,0.3423509025,0.3257825733,0.0924939401,335.88343077,-209.04028095,0.3278332362,0.0019363884,0.0017002838,-0.6918820105,TB
0.1468002424,0.3416390606,0.3258010735,0.0922392444,335.82500824,-208.983645,0.3278529126,0.0019372656,0.0017002862,-0.6918528438,TB
0.1468514081,0.3411161944,0.3258149589,0.0922276882,335.77986161,-208.93608332,0.3278676832,0.0019379529,0.001700288,-0.6918420263,TB
0.1469288332,0.3409527268,0.3258362038,0.0932981973,335.65950906,-208.78495472,0.3278902295,0.0019392098,0.0017002913,-0.6915564422,TB
0.1470062085,0.3418189701,0.325857339,0.093062981,335.54291553,-208.66043764,0.3279126876,0.0019403204,0.0017002944,-0.6907278115,TB
0.147082805,0.3405988226,0.325878097,0.0919425045,335.46337114,-208.59579626,0.3279348192,0.001941262,0.0017002972,-0.6907667046,TB
0.1471590222,0.3396024807,0.3258986819,0.0913579305,335.40705883,-208.55229576,0.3279567973,0.0019422129,0.0017002998,-0.6905824371,TB
0.1472350246,0.3391474416,0.3259191678,0.0910525063,335.36757388,-208.52358387,0.3279786939,0.0019431721,0.0017003024,-0.6906242619,TB
0.1473488563,0.3389396874,0.3259498065,0.0908753616,335.32511145,-208.49310668,0.3280114496,0.0019446234,0.0017003063,-0.6906277678,TB
0.1475198635,0.339732748,0.3259957372,0.0908984116,335.27817868,-208.45900879,0.3280605322,0.0019467945,0.001700312,-0.6907114719,TB
0.147777302,0.341175462,0.3260647678,0.0911334258,335.216361,-208.41169677,0.3281342114,0.0019499979,0.0017003203,-0.6908311204,TB
0.148165587,0.3432873298,0.3261687053,0.0915395336,335.12141397,-208.3393083,0.3282449367,0.0019546401,0.0017003322,-0.6904930197,TB
0.1487520998,0.3459303798,0.3263254077,0.0920633891,334.96402309,-208.22151407,0.3284115449,0.0019613154,0.0017003494,-0.6898474618,TB
0.1493417718,0.3478496319,0.3264828678,0.0925011647,334.78373743,-208.07860873,0.3285788866,0.001967901,0.0017003662,-0.6897370975,TB
0.1499337176,0.3489966798,0.3266409674,0.0928010277,334.56057338,-207.88794553,0.3287470497,0.0019745854,0.0017003832,-0.68986214,TB
0.150230526,0.3492818144,0.3267203925,0.0930301248,334.40842096,-207.73362735,0.3288316806,0.0019781915,0.0017003921,-0.6898076329,TB
0.1505276964,0.3489086172,0.3268001224,0.0931497642,334.20102024,-207.52030354,0.3289169059,0.0019820366,0.0017004018,-0.6888838448,TB
0.1506759359,0.3490266989,0.3268397482,0.09281636,334.12459479,-207.46032985,0.3289592841,0.0019838131,0.0017004064,-0.6889322579,TB
0.1508241159,0.3490934865,0.3268792973,0.0926834225,334.0597877,-207.41062799,0.3290016013,0.0019855888,0.0017004109,-0.6889865551,TB
0.1510465435,0.3494813202,0.3269386109,0.0926926329,333.9731503,-207.34453203,0.3290650895,0.0019882508,0.0017004176,-0.6890752509,TB
0.1513807542,0.3501465693,0.3270277101,0.0928239863,333.84738604,-207.24715544,0.3291605056,0.001992239,0.0017004276,-0.6892143398,TB
0.1518825373,0.3505337509,0.3271616271,0.0930123065,333.66042448,-207.10186617,0.3293039789,0.001998194,0.0017004425,-0.6892334126,TB
0.1526373752,0.3515826374,0.3273633299,0.0933600635,333.37639124,-206.88011571,0.3295203871,0.0020071355,0.0017004647,-0.6888172913,TB
0.1533951234,0.3529797448,0.3275661466,0.0938249224,333.09324049,-206.65709951,0.3297383353,0.0020160827,0.0017004868,-0.6890422703,TB
0.1535847758,0.3534163392,0.3276170374,0.0941250676,333.02873993,-206.6041477,0.3297930369,0.0020183368,0.0017004922,-0.688292971,TB
0.1537745931,0.3535937648,0.3276680772,0.0943313372,332.95466636,-206.54147377,0.3298479467,0.0020205789,0.0017004978,-0.6882125328,TB
0.1539168482,0.3533060541,0.3277063398,0.0942860998,332.89859428,-206.49464873,0.3298891473,0.0020222808,0.001700502,-0.6882572769,TB
0.1540236988,0.3536799917,0.3277351616,0.0945944253,332.85391209,-206.45452773,0.329920218,0.0020235682,0.0017005052,-0.6882831239,TB
0.1541304755,0.3533967926,0.3277639722,0.0945570724,332.80780958,-206.41411769,0.3299512994,0.0020248667,0.0017005083,-0.6881709155,TB
0.1542370864,0.3530117473,0.3277926335,0.0941734546,332.76448517,-206.38017427,0.3299822224,0.002026167,0.0017005115,-0.6882115971,TB
0.1543970981,0.3532782622,0.3278355956,0.0941206804,332.70182723,-206.33204307,0.3300286087,0.0020281238,0.0017005162,-0.6882730412,TB
0.1546374352,0.353751593,0.3279000931,0.0941913343,332.60767364,-206.25935853,0.3300982871,0.0020310741,0.0017005233,-0.688361498,TB
0.1549984873,0.3542763299,0.32799698,0.0943089074,332.46386155,-206.14796215,0.3302030533,0.002035531,0.001700534,-0.6877636281,TB
0.1555410635,0.3548839715,0.3281426553,0.0944931723,332.2402466,-205.97484412,0.3303608486,0.0020423135,0.0017005501,-0.6876711563,TB
0.1560835229,0.3547612315,0.3282884369,0.0945502678,332.0169841,-205.80034669,0.330518924,0.0020492002,0.0017005663,-0.6878574029,TB
0.1563549571,0.3549310352,0.3283614409,0.0946488715,331.90361775,-205.70710678,0.3305981515,0.0020527193,0.0017005745,-0.6879397268,TB
0.1565586225,0.3548534444,0.3284163913,0.0948931278,331.80886627,-205.62387583,0.3306578762,0.0020554245,0.0017005808,-0.687981911,TB
0.1568638069,0.3539326202,0.3284993901,0.0953509572,331.63525951,-205.45908868,0.3307483773,0.0020597294,0.0017005907,-0.6878296713,TB
0.1571689172,0.352338427,0.3285833951,0.0960136386,331.38103452,-205.18170058,0.3308406595,0.002064675,0.0017006018,-0.686736805,TB
0.1574721302,0.3516135103,0.3286661057,0.0949617925,331.22168374,-205.06035149,0.3309314244,0.0020691234,0.0017006122,-0.6866434067,TB
