D[-],D_dot[1/s],p[-],p_dot[1/s],Mises[MPa],Hydro[MPa],teq[-],eeq[-],V[mm^3],Sig_tri[-],LoadState
0.0131290644,0.4520785214,0.1792312241,0.3750997405,366.14426226,128.50867152,0.1795995031,0.001832044,0.0016943191,0.3672115253,Tx2Cy
0.0131293134,0.3815168247,0.179231459,0.3150724345,366.12638999,128.49954577,0.17959957,0.001832003,0.001694319,0.3672110299,Tx2Cy
0.0131296537,0.3294515033,0.1792317694,0.2721759397,366.10531479,128.48988338,0.1795996898,0.0018319542,0.0016943189,0.3672131478,Tx2Cy
0.0131301225,0.2901652908,0.1792321873,0.2406079346,366.08004804,128.47956297,0.1795998885,0.0018318956,0.0016943187,0.3672187176,Tx2Cy
0.0131307734,0.2599482106,0.1792327594,0.2170713028,366.04939773,128.46848192,0.1796002056,0.0018318252,0.0016943185,0.3672288455,Tx2Cy
0.0131316833,0.2362382162,0.1792335569,0.1997574324,366.01195109,128.45658903,0.1796007001,0.001831741,0.0016943182,0.367245024,Tx2Cy
0.0131329649,0.2175097227,0.1792346854,0.1869202099,365.96609183,128.44393714,0.1796014609,0.0018316417,0.0016943179,0.3672692759,Tx2Cy
0.0131347823,0.2025194176,0.1792362997,0.177037974,365.91010472,128.43078444,0.1796026217,0.0018315275,0.0016943173,0.3673043656,Tx2Cy
0.0131373735,0.1902075676,0.1792386273,0.1692003973,365.84242036,128.4177912,0.1796043832,0.001831403,0.0016943166,0.3673541843,Tx2Cy
0.0131410858,0.179960495,0.1792420062,0.1628897132,365.76206502,128.40632208,0.1796070475,0.0018312802,0.0016943155,0.3674244199,Tx2Cy
0.0131464304,0.1714088146,0.1792469348,0.1576674188,365.66939624,128.39888083,0.1796110678,0.0018311833,0.0016943139,0.3675233875,Tx2Cy
0.0131539454,0.1599841164,0.1792541558,0.1530406011,365.56838642,128.40141785,0.1796171415,0.0018311648,0.0016943116,0.3676396431,Tx2Cy
0.0131649015,0.154613602,0.1792647712,0.1494363141,365.46406324,128.41951571,0.1796262851,0.0018312956,0.0016943082,0.3678443977,Tx2Cy
0.0131809915,0.1506467752,0.1792804535,0.1466862232,365.36386434,128.46260209,0.1796400459,0.0018316813,0.0016943033,0.3681364362,Tx2Cy
0.013204883,0.1486817578,0.179303761,0.1451232667,365.26899945,128.53900618,0.179660725,0.0018324377,0.0016942959,0.3685471746,Tx2Cy
0.0132408014,0.1486161704,0.1793386269,0.1445870261,365.1652992,128.65815937,0.1796918024,0.0018336753,0.001694285,0.3691498664,Tx2Cy
0.0132952973,0.1501522274,0.179391059,0.1450419314,365.0046745,128.82424049,0.1797384492,0.0018354644,0.0016942687,0.3700426684,Tx2Cy
0.0133159636,0.151963646,0.1794107121,0.1453400691,364.93659141,128.87949788,0.1797559105,0.0018361171,0.0016942625,0.3703656014,Tx2Cy
0.0133316313,0.1539648091,0.1794255512,0.146535144,364.8737078,128.91509941,0.1797689749,0.0018365802,0.0016942579,0.3705918318,Tx2Cy
0.0133478886,0.1609511748,0.1794405669,0.1490907595,364.77373358,128.92957178,0.179781915,0.0018369928,0.001694253,0.3708488422,Tx2Cy
0.0133520821,0.1689261158,0.1794443668,0.1523878592,364.73642135,128.92297025,0.1797850891,0.001837098,0.0016942517,0.3706916494,Tx2Cy
0.0133544323,0.2003902214,0.1794463467,0.1643545765,364.69583417,128.89913948,0.1797865514,0.001837166,0.0016942509,0.3703869002,Tx2Cy
0.0133550318,0.2091104677,0.1794468501,0.1691002544,364.68387273,128.89124099,0.1797869053,0.0018371855,0.0016942506,0.3703679339,Tx2Cy
0.013355342,0.2234101808,0.1794471041,0.1742389268,364.67654379,128.88571236,0.1797870721,0.0018371981,0.0016942505,0.3703503381,Tx2Cy
0.0133554206,0.2300826455,0.1794471677,0.1763965114,364.67455916,128.88412965,0.1797871125,0.0018372018,0.0016942505,0.370344446,Tx2Cy
0.0133555004,0.2367366946,0.1794472315,0.1787115623,364.67242234,128.88236177,0.1797871517,0.0018372059,0.0016942505,0.3703379528,Tx2Cy
0.0133556244,0.2547167781,0.1794473278,0.1846844753,364.66856943,128.87890513,0.1797872052,0.0018372139,0.0016942504,0.3703240082,Tx2Cy
0.0133557616,0.3138547153,0.1794474247,0.2030167195,364.66260935,128.87272026,0.1797872403,0.0018372288,0.0016942503,0.3702945259,Tx2Cy
0.013355902,0.4217152508,0.1794475284,0.2582910342,364.65090666,128.85951535,0.1797872284,0.0018372588,0.0016942502,0.3699749922,Tx2Cy
0.0133559762,0.4706998486,0.1794475853,0.2890896931,364.64384156,128.85170958,0.1797872147,0.0018372748,0.0016942501,0.3699451849,Tx2Cy
0.0133560128,0.5427491312,0.1794476139,0.3223544172,364.63933282,128.84654457,0.1797871992,0.0018372862,0.0016942501,0.3699234105,Tx2Cy
0.0133560296,0.601451954,0.1794476278,0.3509185284,364.63661309,128.843325,0.1797871871,0.0018372939,0.00169425,0.3699088184,Tx2Cy
0.0133560417,0.7073499375,0.1794476405,0.4065736649,364.63291977,128.83875518,0.1797871656,0.0018373056,0.00169425,0.3698867892,Tx2Cy
0.0133560447,0.829831676,0.1794476457,0.4667142061,364.63051532,128.83564838,0.1797871491,0.0018373143,0.00169425,0.3698704689,Tx2Cy
0.0133560445,0.9339272774,0.1794476478,0.5177348437,364.62906521,128.83371724,0.1797871382,0.0018373199,0.0016942499,0.3698597358,Tx2Cy
0.0133560411,0.8165534632,0.1794481344,0.5818524521,364.50712117,128.71569517,0.1797864765,0.0018373696,0.001694249,0.3688981163,Tx2Cy
0.0133561895,0.6526768528,0.1794482583,0.4716794823,364.49590278,128.70910185,0.1797864844,0.0018373478,0.0016942489,0.3688926455,Tx2Cy
0.0133563778,0.5317901577,0.1794484148,0.3905781448,364.48288449,128.70195119,0.1797865101,0.0018373219,0.0016942488,0.3688880883,Tx2Cy
0.0133566212,0.4417789092,0.1794486167,0.330600768,364.46758999,128.69418324,0.1797865631,0.0018372907,0.0016942487,0.3688848142,Tx2Cy
0.0133569408,0.3740071151,0.1794488826,0.2858376431,364.44942163,128.6857397,0.1797866574,0.0018372532,0.0016942486,0.368883447,Tx2Cy
0.013357366,0.3220837925,0.179449239,0.2520301697,364.42762711,128.67656883,0.1797868145,0.0018372081,0.0016942484,0.3688848907,Tx2Cy
0.0133579386,0.2818764925,0.1794497243,0.2262731406,364.40124893,128.66663011,0.1797870662,0.0018371541,0.0016942482,0.3688903605,Tx2Cy
0.0133587208,0.2512138988,0.1794503956,0.2067646666,364.36906859,128.65591488,0.1797874606,0.0018370897,0.001694248,0.3689013566,Tx2Cy
0.0133598063,0.2281118247,0.1794513389,0.1921848873,364.3295787,128.64448832,0.1797880701,0.0018370138,0.0016942476,0.3689197731,Tx2Cy
0.0133613349,0.2107591097,0.1794526826,0.1812971608,364.28101223,128.63256302,0.1797890036,0.0018369264,0.0016942471,0.3689482098,Tx2Cy
0.0133635084,0.1971983336,0.1794546167,0.1729826105,364.22148943,128.62064581,0.1797904242,0.00183683,0.0016942464,0.3689903813,Tx2Cy
0.0133666225,0.1863740213,0.1794574211,0.166387583,364.1493444,128.60979962,0.1797925762,0.0018367323,0.0016942454,0.3690517071,Tx2Cy
0.013371114,0.1776457449,0.1794615079,0.1609661949,364.06362945,128.60201415,0.1797958259,0.0018366504,0.0016942439,0.3691400238,Tx2Cy
0.0133776259,0.1705013055,0.1794674865,0.1564192782,363.96479678,128.60066277,0.1798007224,0.0018366168,0.0016942418,0.3692663681,Tx2Cy
0.0133871186,0.1647726623,0.1794762639,0.152645906,363.85530595,128.61100569,0.1798080887,0.0018366872,0.0016942387,0.3694460817,Tx2Cy
0.0134010494,0.1605029008,0.1794892048,0.1496946324,363.73915724,128.64054111,0.1798191602,0.0018369456,0.0016942342,0.3697009404,Tx2Cy
0.0134216639,0.1578167423,0.1795083882,0.1477090832,363.61828869,128.69872775,0.1798357914,0.0018375021,0.0016942274,0.3700639102,Tx2Cy
0.0134524913,0.1569690995,0.1795370166,0.1468552941,363.48248498,128.79532311,0.179860765,0.0018384727,0.0016942173,0.3705913942,Tx2Cy
0.0134984828,0.1559127163,0.1795799217,0.1466589417,363.31678425,128.94612291,0.1798983058,0.001840008,0.0016942023,0.3708823244,Tx2Cy
0.0135669455,0.1546559028,0.1796444915,0.1469878157,363.07818189,129.17104356,0.1799547802,0.0018422976,0.00169418,0.3719556276,Tx2Cy
0.0136673878,0.1512420312,0.1797415102,0.1470963695,362.78494076,129.50892363,0.180039877,0.0018457603,0.0016941473,0.3729126887,Tx2Cy
0.0138173302,0.1502003207,0.1798875574,0.1476395808,362.38963024,129.98955288,0.1801681901,0.0018507123,0.0016940994,0.3743521918,Tx2Cy
0.0138927911,0.1509492862,0.1799600543,0.1472053279,362.20098412,130.21278206,0.1802323769,0.001853158,0.0016940755,0.3754161557,Tx2Cy
0.0139694225,0.1535939394,0.1800332689,0.1490789364,361.93957568,130.40962862,0.180296434,0.0018553303,0.0016940513,0.3765065728,Tx2Cy
0.0140473863,0.1569903543,0.1801067914,0.1505669212,361.57896765,130.56745609,0.1803600628,0.0018572378,0.0016940264,0.3777854138,Tx2Cy
0.0141243697,0.1558344602,0.1801802133,0.1510605631,361.23066068,130.71820401,0.1804234284,0.0018592203,0.001694001,0.378715338,Tx2Cy
0.0142006143,0.1550381143,0.1802535271,0.1515735185,360.89753562,130.86562052,0.1804865571,0.0018612883,0.0016939752,0.379410587,Tx2Cy
0.0142750886,0.1517076597,0.1803265885,0.1512455663,360.63799504,131.03701938,0.1805497992,0.0018635596,0.0016939495,0.3799348027,Tx2Cy
0.014347825,0.1479466017,0.1803993287,0.1505796758,360.47530609,131.23846969,0.1806133301,0.0018660261,0.0016939243,0.380254671,Tx2Cy
0.0144574866,0.1483113649,0.1805087059,0.1512015256,360.26319517,131.53435083,0.1807087949,0.0018696342,0.0016938869,0.381654632,Tx2Cy
0.01456852,0.150522401,0.1806184139,0.1529420862,359.97953154,131.77721308,0.1808039432,0.0018728994,0.0016938491,0.3830396726,Tx2Cy
0.0146252772,0.1545815397,0.1806732796,0.1549862138,359.77446074,131.85709189,0.1808511458,0.0018743253,0.0016938296,0.3838190703,Tx2Cy
0.0146807546,0.1504855925,0.1807280899,0.1537276523,359.65349815,131.98903876,0.1808987209,0.0018759939,0.0016938105,0.383619692,Tx2Cy
0.0147365071,0.1512749634,0.1807828946,0.1541369036,359.52994863,132.11286477,0.1809462411,0.001877642,0.0016937914,0.3843359525,Tx2Cy
0.0147929224,0.153257291,0.1808378116,0.1551926554,359.38098578,132.22064988,0.1809936044,0.0018792049,0.0016937722,0.3851007025,Tx2Cy
0.0148781523,0.1550087432,0.1809205828,0.1570881839,359.09213973,132.35241358,0.1810641635,0.0018813492,0.0016937426,0.3857366057,Tx2Cy
0.0149208997,0.1562760177,0.1809616849,0.157782665,358.92296614,132.39743682,0.1810991332,0.001882384,0.0016937275,0.3861130649,Tx2Cy
0.0149639588,0.1582568829,0.181003162,0.1605025793,358.71957777,132.42431283,0.1811337979,0.001883326,0.0016937121,0.3866046313,Tx2Cy
0.0150076609,0.1620700367,0.1810449676,0.1640261093,358.45417537,132.41036297,0.1811679843,0.0018841117,0.0016936959,0.3872150758,Tx2Cy
0.0150293949,0.1635754937,0.1810659825,0.1676803579,358.28748427,132.3744547,0.1811848261,0.0018844206,0.0016936875,0.3874068911,Tx2Cy
0.0150512099,0.1674023183,0.1810872807,0.1738057438,358.06779087,132.29547037,0.1812012894,0.0018845973,0.0016936786,0.3876523032,Tx2Cy
0.0150736391,0.1686800281,0.1811083684,0.1687452151,357.88845102,132.26332471,0.181217984,0.0018849522,0.00169367,0.3869658912,Tx2Cy
0.0150962478,0.1666883159,0.1811290683,0.1618173212,357.76677433,132.28474323,0.1812349819,0.0018855087,0.0016936616,0.387164812,Tx2Cy
0.0151188686,0.1665428166,0.1811496103,0.1605392017,357.66140485,132.3126172,0.1812519819,0.0018861415,0.0016936533,0.3873637742,Tx2Cy
0.0151306495,0.1736423595,0.1811599315,0.1618571582,357.59756099,132.31689804,0.1812604383,0.0018864562,0.001693649,0.3875454086,Tx2Cy
0.0151369865,0.1874358723,0.1811651837,0.1657680847,357.55193937,132.3082255,0.1812646278,0.0018866004,0.0016936468,0.3875992674,Tx2Cy
0.0151434068,0.1898270556,0.1811704957,0.1675600312,357.49996983,132.29895283,0.181268829,0.0018867199,0.0016936446,0.3870898713,Tx2Cy
0.0151495317,0.1803736431,0.1811757532,0.1651675424,357.45597141,132.29895296,0.1812730639,0.0018868368,0.0016936424,0.3871260542,Tx2Cy
0.015158391,0.1737428916,0.1811835355,0.1627841236,357.40239788,132.3070429,0.1812794321,0.0018870387,0.0016936392,0.3872342155,Tx2Cy
0.0151713611,0.1693729997,0.1811950926,0.1610220771,357.33935343,132.32767372,0.1812889999,0.0018873896,0.0016936344,0.3874257888,Tx2Cy
0.0151905643,0.1669328471,0.1812123222,0.1599189685,357.26607052,132.36711434,0.1813033723,0.0018879798,0.0016936273,0.3877681776,Tx2Cy
0.0152188917,0.1639962658,0.1812380477,0.1590408551,357.18559266,132.43755983,0.1813249735,0.0018889371,0.0016936169,0.3868621158,Tx2Cy
0.0152605445,0.1601400092,0.181276588,0.1583249896,357.12052251,132.5689696,0.1813578359,0.0018903886,0.0016936015,0.38741557,Tx2Cy
0.0153020562,0.1594887073,0.181315129,0.1584507151,357.06597804,132.69719933,0.1813907974,0.001891844,0.0016935862,0.3880709418,Tx2Cy
0.0153435429,0.1593461034,0.1813537791,0.1590511648,357.00928348,132.81999676,0.181423815,0.0018932677,0.001693571,0.3887568588,Tx2Cy
0.0153852487,0.1600435451,0.1813925552,0.1597678436,356.94608096,132.9370936,0.1814568842,0.001894646,0.0016935559,0.389436861,Tx2Cy
0.0154481764,0.1608810973,0.1814511669,0.1611027196,356.83231572,133.10218643,0.1815065832,0.0018966047,0.0016935333,0.3905799944,Tx2Cy
0.0155432567,0.1619089005,0.1815398944,0.162908915,356.63941678,133.33615452,0.1815814698,0.0018993353,0.0016934995,0.391124498,Tx2Cy
0.0155908617,0.162241295,0.1815839174,0.1630413305,356.5376826,133.44501009,0.1816190528,0.0019006395,0.0016934826,0.3918198153,Tx2Cy
0.0156387788,0.1632354735,0.1816287092,0.1658217708,356.4272802,133.5533993,0.1816567579,0.0019018662,0.0016934656,0.3921812647,Tx2Cy
0.015686751,0.1636362815,0.1816737444,0.1672224129,356.30476262,133.65511795,0.1816944909,0.0019030401,0.0016934485,0.3928209927,Tx2Cy
0.015734287,0.1621360315,0.1817188324,0.1676609531,356.20150112,133.76433488,0.181732287,0.0019042528,0.0016934315,0.3927195378,Tx2Cy
0.0157818937,0.1623019996,0.181764159,0.168806932,356.10246497,133.8732746,0.1817701853,0.0019054617,0.0016934146,0.3931829943,Tx2Cy
0.0158298667,0.1634744836,0.1818098151,0.1703822265,355.99839116,133.97748603,0.1818081636,0.0019066402,0.0016933976,0.3938057636,Tx2Cy
0.0158780734,0.1643372394,0.1818558631,0.1722345409,355.88667168,134.07600347,0.1818462124,0.0019077864,0.0016933805,0.3943662544,Tx2Cy
0.015890088,0.1641777922,0.1818670966,0.1699343731,355.85753881,134.09782997,0.1818557195,0.0019080738,0.0016933762,0.3945180781,Tx2Cy
0.0159021541,0.1647547034,0.1818786803,0.1740421706,355.8286984,134.12083708,0.1818652454,0.001908359,0.001693372,0.3946785334,Tx2Cy
0.0159142628,0.1653255171,0.1818903116,0.1747599741,355.79867804,134.14333502,0.1818747797,0.0019086401,0.0016933677,0.3948482186,Tx2Cy
0.0159263793,0.1654856311,0.1819019846,0.1754466723,355.76764692,134.16544901,0.1818843251,0.0019089172,0.0016933634,0.3948568632,Tx2Cy
0.0159384894,0.1654517987,0.1819136949,0.1760709256,355.73618246,134.18745849,0.1818938795,0.0019091918,0.0016933591,0.3950098772,Tx2Cy
0.0159506046,0.1655497418,0.1819254441,0.1767120198,355.70400322,134.20935968,0.1819034428,0.001909462,0.0016933547,0.3951922021,Tx2Cy
0.0159688268,0.1659476214,0.1819431746,0.1777337,355.65504119,134.24242245,0.181917797,0.0019098622,0.0016933483,0.395472528,Tx2Cy
0.0159871074,0.1665391815,0.1819609638,0.1785732479,355.6042125,134.27417827,0.181932162,0.0019102578,0.0016933418,0.395746005,Tx2Cy
0.0159916799,0.1667855942,0.1819653571,0.1775210147,355.59120146,134.28148144,0.1819357533,0.0019103563,0.0016933401,0.3958108661,Tx2Cy
0.0159962563,0.1668615946,0.1819698274,0.1799240351,355.57838939,134.28910755,0.1819393482,0.0019104546,0.0016933385,0.3958789347,Tx2Cy
0.0160008329,0.1668744213,0.1819743097,0.1804182994,355.56556656,134.29675145,0.1819429441,0.0019105525,0.0016933369,0.3959493608,Tx2Cy
0.01600541,0.1669129986,0.1819788004,0.1808145905,355.55269248,134.30435775,0.1819465406,0.0019106501,0.0016933353,0.3960204549,Tx2Cy
0.0160099886,0.1669748251,0.1819832983,0.181130478,355.53976985,134.31194736,0.1819501381,0.0019107475,0.0016933336,0.3960918062,Tx2Cy
0.0160145706,0.1671322946,0.1819878039,0.1814812217,355.52669207,134.31941911,0.1819537362,0.0019108448,0.001693332,0.3961619327,Tx2Cy
0.0160214513,0.1673180347,0.1819945849,0.1820460042,355.50686065,134.33059361,0.1819591357,0.0019109896,0.0016933295,0.3962692099,Tx2Cy
0.0160317968,0.1677500779,0.1820048019,0.1828736723,355.47620902,134.34691287,0.1819672401,0.0019112045,0.0016933259,0.3964295238,Tx2Cy
0.0160421691,0.1681966116,0.182015048,0.1835171714,355.44488711,134.3628919,0.1819753515,0.0019114175,0.0016933222,0.3965923271,Tx2Cy
0.0160525724,0.1687053388,0.1820253431,0.1844384682,355.41288674,134.37853896,0.1819834704,0.0019116286,0.0016933185,0.3967574358,Tx2Cy
0.0160629372,0.1682723598,0.1820356868,0.1853769161,355.38060067,134.39386157,0.1819915962,0.0019118386,0.0016933148,0.3968191832,Tx2Cy
0.0160655322,0.168399806,0.1820382495,0.1839451285,355.37219652,134.39783157,0.181993632,0.001911891,0.0016933138,0.3968605468,Tx2Cy
0.0160680877,0.1661466606,0.1820408329,0.1849928329,355.36443038,134.402054,0.1819956664,0.0019119443,0.0016933129,0.39670024,Tx2Cy
0.0160706608,0.1669346475,0.1820434187,0.1849829057,355.3570342,134.40661016,0.1819977021,0.0019119982,0.001693312,0.3967413872,Tx2Cy
0.016073232,0.1667753587,0.1820460047,0.1849522532,355.34976781,134.41126803,0.181999738,0.0019120526,0.0016933111,0.3967819686,Tx2Cy
0.0160758015,0.166673508,0.1820485922,0.1850797284,355.34259006,134.41596001,0.1820017743,0.0019121073,0.0016933101,0.3968219697,Tx2Cy
0.0160783707,0.1666696339,0.1820511822,0.1852615718,355.33545362,134.42064002,0.1820038107,0.0019121622,0.0016933092,0.3968610685,Tx2Cy
0.0160822269,0.1667826488,0.1820550764,0.185689423,355.32477989,134.42761938,0.1820068662,0.0019122447,0.0016933078,0.39691925,Tx2Cy
0.0160860396,0.1651617989,0.182058977,0.1859882778,355.31423034,134.43472457,0.1820099251,0.0019123276,0.0016933065,0.3966351409,Tx2Cy
0.0160898815,0.1661944077,0.1820628871,0.1864234314,355.30381037,134.44191169,0.1820129871,0.0019124106,0.0016933051,0.396691069,Tx2Cy
0.0160937225,0.1662138516,0.182066812,0.1872056441,355.29340508,134.44897295,0.1820160518,0.0019124936,0.0016933037,0.3967463856,Tx2Cy
0.0160966037,0.1662916769,0.1820697637,0.1878420343,355.28558421,134.45415853,0.182018352,0.0019125556,0.0016933027,0.3967873782,Tx2Cy
0,0,9.5398683251E-017,9.5398683251E-014,23.768346468,-14.496039238,0.0001074329,0.0001074329,0.001697505,-0.6504855222,Tx2Ty
0,0,9.5255177038E-017,-1.4346896507E-016,47.543842048,-28.995889877,0.0002148728,0.0002148728,0.0016976524,-0.6504473903,Tx2Ty
0,0,9.391719891E-017,-8.9193787146E-016,83.22049462,-50.752813936,0.0003760458,0.0003760458,0.0016978733,-0.6503902189,Tx2Ty
0,0,6.5282209583E-013,2.9010141277E-010,136.76565773,-83.404288583,0.000617835,0.000617835,0.0016982046,-0.650304525,Tx2Ty
0,0,7.8622488833E-006,0.002329555,215.96521594,-131.76303712,0.0009825504,0.0009760214,0.0016986946,-0.649325512,Tx2Ty
0,0,0.00013145,0.0488246709,259.21956434,-158.67633379,0.001285493,0.0011797059,0.001698967,-0.643754271,Tx2Ty
0,0,0.0006174901,0.1280102579,284.26889224,-175.09914835,0.0018289733,0.0013066998,0.0016991336,-0.645114466,Tx2Ty
0,0,0.0010478024,0.1511106774,293.90601086,-181.22766398,0.0022690877,0.0013551772,0.0016991954,-0.6455984182,Tx2Ty
0,0,0.0017328173,0.160368877,302.18319486,-185.9913162,0.0029574551,0.0013962437,0.0016992442,-0.643472881,Tx2Ty
0,0,0.0027885653,0.1647742397,310.22454221,-189.95442284,0.0040170423,0.0014332039,0.0016992859,-0.6392326294,Tx2Ty
0,0,0.0043918513,0.1668204419,317.68715918,-193.2784872,0.0056265496,0.0014652778,0.0016993232,-0.634626638,Tx2Ty
0,0,0.0068012262,0.1671289186,324.60535319,-196.32253664,0.0080465664,0.0014940458,0.0016993622,-0.6306842263,Tx2Ty
0,0,0.0091992479,0.1663414502,330.50746033,-199.1690449,0.0104598928,0.0015186011,0.0016993907,-0.6284638192,Tx2Ty
0,0,0.0115979203,0.166386576,334.81206951,-201.23860746,0.0128705564,0.0015364176,0.0016994116,-0.6269159715,Tx2Ty
0,0,0.0139964958,0.1663798493,338.16203569,-202.84670518,0.0152788213,0.0015503203,0.0016994278,-0.6257289847,Tx2Ty
0,0,0.0157947915,0.166321072,340.62085206,-204.0596479,0.0170850738,0.0015608806,0.0016994335,-0.6249584034,Tx2Ty
0,0,0.0184919659,0.1663043786,342.71753664,-205.00997925,0.0197874457,0.0015692266,0.0016994536,-0.6240577075,Tx2Ty
0,0,0.0211862806,0.1661281184,344.97095011,-206.0909365,0.0224887041,0.0015787393,0.0016994644,-0.623270291,Tx2Ty
0,0,0.0238785704,0.1660032658,346.90898685,-207.01434694,0.0251870173,0.0015869579,0.0016994737,-0.622580784,Tx2Ty
0,0,0.0265683873,0.1658508045,348.60452936,-207.81964923,0.0278821829,0.0015941728,0.0016994818,-0.6219787938,Tx2Ty
0,0,0.0292553467,0.1656746233,350.11161981,-208.53560594,0.0305739952,0.0016006001,0.001699489,-0.621453809,Tx2Ty
0,0,0.0312706689,0.1656831975,351.2912324,-209.10052087,0.0325936738,0.0016059106,0.0016994865,-0.6210542664,Tx2Ty
0,0,0.0342837277,0.1651389941,352.48386544,-209.67016009,0.0356100282,0.00161058,0.0016995054,-0.6206775507,Tx2Ty
0,0,0.0372946245,0.1650206442,353.78350394,-210.3017516,0.0386255333,0.0016161073,0.0016995117,-0.6202908069,Tx2Ty
0,0,0.0403010339,0.1647747236,354.97406925,-210.88782919,0.0416363293,0.0016211803,0.0016995176,-0.619967977,Tx2Ty
0,0,0.0433027256,0.1645161656,356.07606764,-211.43868456,0.0446422566,0.001625876,0.0016995231,-0.6197024611,Tx2Ty
0,0,0.0462995737,0.1642507133,357.10400029,-211.96149454,0.0476432334,0.001630253,0.0016995283,-0.6194885184,Tx2Ty
0,0,0.0492915255,0.1639823687,358.06933823,-212.46167357,0.0506392401,0.001634359,0.0016995333,-0.6193219406,Tx2Ty
0,0,0.0522785616,0.163712959,358.9811477,-212.94334609,0.053630282,0.001638233,0.0016995381,-0.6191994567,Tx2Ty
0,0,0.0552606857,0.1634437615,359.84640521,-213.40976561,0.0566163819,0.0016419061,0.0016995427,-0.6191193706,Tx2Ty
0,0,0.0582379088,0.163175157,360.67036768,-213.86342068,0.0595975669,0.0016454024,0.0016995473,-0.6190802601,Tx2Ty
0,0,0.062684533,0.1624728083,361.70164032,-214.47182101,0.0640488608,0.0016490933,0.0016995822,-0.6191803392,Tx2Ty
0,0,0.0671282611,0.1623674311,362.82619755,-215.12145046,0.0684987687,0.0016538204,0.0016995887,-0.6192484056,Tx2Ty
0,0,0.0715619721,0.162001451,363.87024717,-215.75159573,0.0729386538,0.0016582399,0.0016995949,-0.6194135658,Tx2Ty
0,0,0.0759855553,0.1616314122,364.85307936,-216.37005733,0.0773684606,0.0016624149,0.0016996009,-0.6196603231,Tx2Ty
0,0,0.0803992012,0.1612683287,365.78423357,-216.98001763,0.0817883983,0.0016663835,0.0016996069,-0.619980604,Tx2Ty
0,0,0.0848032173,0.1609164827,366.67040466,-217.58423592,0.086198793,0.001670185,0.0016996128,-0.6203736736,Tx2Ty
0,0,0.0891979173,0.1605760992,367.51798441,-218.18469953,0.0905999667,0.0016738466,0.0016996186,-0.620833038,Tx2Ty
0,0,0.0935834955,0.1602428206,368.33003005,-218.78249095,0.0949921162,0.0016773811,0.0016996245,-0.6213552696,Tx2Ty
0,0,0.0979601184,0.1599156138,369.11228894,-219.37957681,0.0993754118,0.0016808087,0.0016996303,-0.6219342622,Tx2Ty
0,0,0.1023280459,0.1595979174,369.87153061,-219.97764149,0.1037501206,0.0016841551,0.0016996361,-0.6225576493,Tx2Ty
0,0,0.1066875768,0.1592911352,370.61188889,-220.5777087,0.1081165545,0.0016874464,0.001699642,-0.6232178684,Tx2Ty
0,0,0.1110389978,0.158994836,371.33939521,-221.18073037,0.1124750046,0.0016906997,0.0016996479,-0.6239045108,Tx2Ty
0,0,0.1153825344,0.1587067743,372.06020806,-221.78665922,0.1168256868,0.0016939232,0.0016996538,-0.6246059308,Tx2Ty
0,0,0.1197183394,0.1584243178,372.78240829,-222.39608281,0.1211687474,0.0016971491,0.0016996598,-0.6253077314,Tx2Ty
0,0,0.1240465109,0.1581454451,373.51080385,-223.00900698,0.125504274,0.0017003809,0.0016996658,-0.6259995298,Tx2Ty
0,0,0.128367051,0.1578666495,374.2470852,-223.62484622,0.1298322623,0.0017036087,0.0016996718,-0.6266778309,Tx2Ty
0,0,0.1326799892,0.1575889448,374.9901287,-224.2437545,0.1341527424,0.0017068243,0.0016996778,-0.6273446299,Tx2Ty
0,0,0.1369855101,0.1573179905,375.73810198,-224.86518492,0.1384659026,0.0017100172,0.0016996839,-0.6280020485,Tx2Ty
0,0,0.1412838834,0.157056881,376.48920535,-225.48755871,0.1427720087,0.0017131599,0.0016996899,-0.6286492476,Tx2Ty
0,0,0.1455752762,0.1568018735,377.24073162,-226.10991312,0.1470712368,0.0017162584,0.001699696,-0.6292884804,Tx2Ty
0,0,0.1498594756,0.1565391026,377.99518878,-226.7320844,0.1513633492,0.0017193085,0.001699702,-0.6299123133,Tx2Ty
0,0,0.1541365752,0.1562797387,378.74940652,-227.35378398,0.1556484675,0.0017223237,0.0016997081,-0.6305248651,Tx2Ty
6.9680750128E-008,0.000002546,0.158406636,0.1560226094,379.5042216,-227.97573969,0.1599266453,0.0017253026,0.0016997141,-0.631125791,Tx2Ty
2.7964636945E-006,9.9632576162E-005,0.1626697959,0.1557704629,380.25671963,-228.59591505,0.1641980219,0.0017282369,0.0016997202,-0.6317180593,Tx2Ty
6.986244852E-006,0.0001530826,0.1669261562,0.1555220348,381.00607682,-229.21461679,0.1684627001,0.0017311234,0.0016997262,-0.6323041431,Tx2Ty
1.348476312E-005,0.0002374251,0.1711758705,0.155279214,381.75205086,-229.8319046,0.1727208329,0.0017339651,0.0016997323,-0.6328804427,Tx2Ty
1.8437806156E-005,0.0002412708,0.174366029,0.1554203696,382.36735658,-230.31285329,0.17591646,0.0017371993,0.0016997167,-0.6332632162,Tx2Ty
2.7065547296E-005,0.0002801389,0.1791235198,0.1545168272,383.10982263,-230.976141,0.1806850943,0.001738539,0.0016997555,-0.6339564898,Tx2Ty
3.7801339293E-005,0.0003485587,0.1838821641,0.1545554525,383.95403121,-231.66848276,0.1854536646,0.0017416461,0.0016997624,-0.6345479964,Tx2Ty
